Date,Team,Acquired,Relinquised,Injury part,Descriptive Verb,##,MONTH,GP,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,PLUS_MINUS,&&,MONTH,GP,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,PLUS_MINUS
2014/2/24,Wizards,,Nene,knee/,injury/sprained/,##,January,17,28.8,13.2,5.3,11.6,0.455,0.0,0.1,0.0,2.6,4.8,0.543,1.6,4.2,5.8,3.4,2.7,1.1,1.1,3.2,28.8,0,0,0.1,&&,February,11,31.8,16.0,6.6,13.1,0.507,0.1,0.2,0.5,2.6,4.7,0.558,1.2,4.2,5.4,2.5,2.5,1.8,0.8,3.6,31.6,0,0,2.8
2014/2/28,Cavaliers,,Anthony Bennett,ankle/knee/,injury/sprained/,##,January,9,13.2,3.6,1.1,4.6,0.244,0.2,0.8,0.286,1.1,1.8,0.625,1.2,2.2,3.4,0.3,1.3,0.2,0.2,2.3,8.2,0,0,-4.6,&&,February,13,17.4,7.2,2.6,5.9,0.442,0.4,1.3,0.294,1.6,2.4,0.677,1.5,3.3,4.8,0.4,1.2,0.5,0.2,2.3,14.7,2,0,0.5
2014/2/28,Celtics,,Gerald Wallace,knee/,torn/,##,January,17,24.7,5.2,1.9,3.8,0.5,0.4,1.4,0.25,1.1,2.0,0.559,0.5,2.9,3.4,2.3,1.2,1.1,0.4,1.0,16.1,0,0,-7.3,&&,February,10,29.5,7.5,3.1,6.1,0.508,0.2,0.7,0.286,1.1,2.1,0.524,1.2,3.5,4.7,2.6,1.6,1.7,0.2,1.5,21.1,1,0,-0.5
2014/2/28,Hawks,,Gustavo Ayon,shoulder/,surgery/,##,January,6,20.9,5.5,2.7,4.0,0.667,0.0,0.0,0.0,0.2,1.0,0.167,2.2,4.2,6.3,2.0,2.2,1.5,0.5,2.2,19.9,0,0,5.7,&&,February,7,19.1,5.7,2.6,5.6,0.462,0.0,0.0,0.0,0.6,1.4,0.4,1.4,3.6,5.0,1.1,1.3,1.1,0.4,1.7,16.9,1,0,-2.4
2014/3/5,Suns,,Leandro Barbosa,hand/,fracture/,##,February,7,16.4,6.7,2.3,4.7,0.485,0.4,1.3,0.333,1.7,2.1,0.8,0.0,1.3,1.3,1.0,1.0,0.1,0.1,1.7,9.6,0,0,-3.6,&&,March,2,11.8,4.5,2.0,4.5,0.444,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.5,1.5,1.0,0.5,0.5,0.0,1.0,8.8,0,0,6.5
2014/3/10,Cavaliers,,Anthony Bennett,knee/,strained/,##,February,13,17.4,7.2,2.6,5.9,0.442,0.4,1.3,0.294,1.6,2.4,0.677,1.5,3.3,4.8,0.4,1.2,0.5,0.2,2.3,14.7,2,0,0.5,&&,March,4,10.3,5.0,2.0,3.5,0.571,0.5,0.8,0.667,0.5,0.5,1.0,0.0,0.8,0.8,0.8,0.5,0.3,0.0,1.5,7.3,0,0,-0.3
2014/3/17,Cavaliers,,Kyrie Irving,bicep/,strained/,##,February,14,36.8,20.8,6.8,15.9,0.426,1.9,5.0,0.386,5.3,5.7,0.925,0.9,3.6,4.5,7.2,3.0,1.5,0.3,2.1,39.4,2,1,0.1,&&,March,7,35.0,19.4,7.1,16.3,0.439,2.1,5.9,0.366,3.0,3.9,0.778,1.0,3.9,4.9,4.9,3.3,2.1,0.3,2.6,36.5,0,0,-5.9
2014/3/22,Bucks,,Nate Wolters,hand/,fracture/,##,February,11,28.5,8.7,3.9,8.7,0.448,0.5,1.4,0.333,0.5,0.8,0.556,1.2,2.5,3.7,3.3,1.0,0.7,0.5,1.5,20.7,0,0,-3.2,&&,March,12,24.4,8.7,3.5,6.7,0.525,0.8,1.5,0.556,0.8,1.3,0.625,0.3,2.6,2.9,2.6,1.2,0.3,0.0,1.7,15.6,0,0,-0.6
2014/3/22,Lakers,,Xavier Henry,wrist/ligament/,torn/,##,December,14,25.4,12.5,4.1,9.2,0.442,0.6,2.3,0.25,3.8,5.7,0.663,0.5,2.6,3.1,1.7,1.6,1.4,0.2,2.0,22.0,0,0,-2.4,&&,March,11,20.0,10.8,3.8,9.2,0.416,0.7,2.0,0.364,2.5,3.1,0.794,0.6,1.9,2.5,1.4,1.3,1.0,0.2,1.8,18.2,0,0,-4.3
2014/4/7,Lakers,,Kent Bazemore,foot/,injury/,##,March,14,26.2,12.5,4.7,10.1,0.465,1.5,3.7,0.404,1.6,2.7,0.579,0.1,3.1,3.3,3.3,2.2,1.2,0.4,2.8,23.9,0,0,-5.6,&&,April,4,27.4,11.5,4.3,10.5,0.405,1.0,4.0,0.25,2.0,2.3,0.889,0.5,3.5,4.0,3.3,1.3,1.0,0.0,2.0,22.9,0,0,-8.3
2014/4/11,Lakers,,Xavier Henry,wrist/knee/,surgery/,##,March,11,20.0,10.8,3.8,9.2,0.416,0.7,2.0,0.364,2.5,3.1,0.794,0.6,1.9,2.5,1.4,1.3,1.0,0.2,1.8,18.2,0,0,-4.3,&&,April,1,13.1,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,7.0
2014/4/15,Nuggets,,Danilo Gallinari,knee/,torn/,##,March,13,31.5,17.8,5.7,13.5,0.423,2.5,6.8,0.371,3.9,4.4,0.895,0.6,4.2,4.8,1.8,1.2,1.2,0.6,2.5,30.6,0,0,6.2,&&,April,6,32.3,22.3,7.5,14.3,0.523,3.2,6.8,0.463,4.2,4.7,0.893,0.7,4.8,5.5,2.8,0.8,1.0,0.5,2.3,36.9,0,0,1.0
2014/4/16,Lakers,,Kent Bazemore,foot/tendon/,surgery/torn/,##,March,14,26.2,12.5,4.7,10.1,0.465,1.5,3.7,0.404,1.6,2.7,0.579,0.1,3.1,3.3,3.3,2.2,1.2,0.4,2.8,23.9,0,0,-5.6,&&,April,4,27.4,11.5,4.3,10.5,0.405,1.0,4.0,0.25,2.0,2.3,0.889,0.5,3.5,4.0,3.3,1.3,1.0,0.0,2.0,22.9,0,0,-8.3
2014/4/30,Bobcats,,Josh McRoberts,toe/,surgery/,##,March,16,31.0,9.4,3.6,7.9,0.452,1.3,3.9,0.323,1.1,1.4,0.773,1.4,2.9,4.3,4.4,0.9,0.3,0.7,2.3,23.3,0,0,2.5,&&,April,5,28.2,7.0,2.6,6.8,0.382,1.6,5.2,0.308,0.2,0.4,0.5,0.2,2.8,3.0,5.4,1.8,0.8,0.2,2.8,19.9,0,0,4.0
2014/10/7,Suns,,Alex Len,finger/,fracture/,##,April,2,9.2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,1.0,0.5,0.5,0.5,5.0,0,0,-2.5,&&,October,2,25.2,6.5,2.5,5.0,0.5,0.0,0.0,0.0,1.5,2.0,0.75,2.5,5.5,8.0,0.5,0.5,0.0,1.0,1.5,19.4,1,0,18.5
2014/11/1,Thunder,,Russell Westbrook,hand/,surgery/fracture/,##,October,2,20.7,20.0,6.0,14.5,0.414,0.5,1.5,0.333,7.5,8.0,0.938,1.0,0.5,1.5,5.0,2.5,2.0,0.0,2.5,32.8,0,0,-3.5,&&,November,1,23.8,32.0,12.0,17.0,0.706,3.0,4.0,0.75,5.0,7.0,0.714,4.0,3.0,7.0,8.0,3.0,1.0,0.0,2.0,52.4,0,0,24.0
2014/11/8,Celtics,,Rajon Rondo,hand/,surgery/,##,October,1,29.8,13.0,6.0,9.0,0.667,1.0,3.0,0.333,0.0,4.0,0.0,0.0,7.0,7.0,12.0,3.0,1.0,1.0,1.0,42.4,1,0,13.0,&&,November,12,32.8,9.0,3.9,9.3,0.423,0.4,1.2,0.357,0.8,2.2,0.346,1.3,6.2,7.4,10.4,3.3,1.6,0.1,2.1,35.3,3,1,-5.5
2014/11/17,Lakers,,Ryan Kelly,hamstring/,torn/,##,April,9,28.5,8.9,3.2,9.0,0.358,0.4,3.1,0.143,2.0,2.8,0.72,1.3,3.9,5.2,2.4,1.4,0.8,0.9,3.2,22.4,1,0,-3.2,&&,November,3,8.2,3.7,1.0,2.3,0.429,0.3,0.3,1.0,1.3,1.3,1.0,0.3,1.3,1.7,0.3,0.0,0.3,0.0,0.7,7.2,0,0,-1.7
2014/11/18,Knicks,,Cleanthony Early,knee/,injury/,##,October,1,6.7,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,8.0,&&,November,6,7.9,2.8,1.0,3.2,0.316,0.7,1.7,0.4,0.2,0.2,1.0,0.2,1.0,1.2,0.7,0.2,0.2,0.2,1.0,6.1,0,0,-1.7
2014/11/19,Timberwolves,,Ronny Turiaf,hip/,injury/,##,April,8,15.7,6.8,2.8,3.9,0.71,0.0,0.0,0.0,1.3,2.0,0.625,1.4,3.9,5.3,0.4,0.8,0.3,1.4,1.8,17.7,0,0,-1.4,&&,November,2,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,2.1,0,0,-4.0
2014/11/25,Timberwolves,,Kevin Martin,wrist/,surgery/fracture/,##,October,1,20.5,12.0,3.0,8.0,0.375,1.0,2.0,0.5,5.0,6.0,0.833,0.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,18.4,0,0,-8.0,&&,November,8,31.0,21.5,6.9,14.0,0.491,3.1,6.5,0.481,4.6,5.3,0.881,0.5,3.4,3.9,1.9,1.9,0.6,0.0,2.8,29.0,0,0,-3.1
2014/11/29,Raptors,,DeMar DeRozan,groin/tendon/,torn/,##,October,1,35.0,15.0,4.0,16.0,0.25,0.0,1.0,0.0,7.0,10.0,0.7,3.0,8.0,11.0,3.0,5.0,6.0,0.0,3.0,45.7,1,0,4.0,&&,November,15,33.5,19.7,6.5,16.2,0.403,0.3,1.0,0.267,6.3,7.6,0.833,0.5,3.2,3.7,2.6,1.8,1.1,0.1,1.7,29.8,0,0,7.5
2014/12/7,Pacers,,Ian Mahinmi,foot/,plantar fasci/torn/,##,November,15,18.9,5.5,2.5,3.8,0.649,0.0,0.0,0.0,0.6,1.8,0.333,1.9,3.6,5.5,0.6,1.1,0.4,0.6,2.8,14.9,1,0,-0.7,&&,December,3,15.3,2.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.7,0.0,1.3,5.0,6.3,0.3,0.3,1.0,1.0,2.3,15.8,0,0,-1.7
2014/12/10,Heat,,Josh McRoberts,knee/,torn/,##,November,12,14.0,2.8,1.1,2.6,0.419,0.3,1.0,0.333,0.3,0.7,0.5,0.1,2.5,2.6,1.0,1.0,0.3,0.3,2.3,8.2,0,0,2.5,&&,December,5,25.5,7.6,3.0,4.4,0.682,0.8,1.4,0.571,0.8,1.0,0.8,1.2,1.6,2.8,4.2,2.0,1.6,0.0,2.6,20.1,0,0,0.4
2014/12/13,Bucks,,Damien Inglis,ankle/,injury/,##,November,3,5.8,1.7,0.3,1.7,0.2,0.0,1.0,0.0,1.0,1.3,0.75,0.0,1.0,1.0,0.3,0.7,0.3,0.0,0.3,3.7,0,0,-7.0,&&,December,2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.5,0,0,-0.5
2014/12/14,Heat,,Chris Bosh,calf/,strained/,##,November,15,34.7,21.3,7.3,16.5,0.444,1.3,3.8,0.351,5.3,6.5,0.814,1.5,6.9,8.4,2.3,2.2,1.0,0.7,1.7,37.5,5,0,-1.1,&&,December,9,35.8,21.0,8.4,15.7,0.539,1.4,3.6,0.406,2.7,4.3,0.615,0.2,6.8,7.0,1.3,1.9,1.2,0.9,1.3,35.8,1,0,-5.7
2014/12/16,Bucks,,Jabari Parker,knee/,torn/,##,November,16,29.0,12.2,4.9,10.6,0.459,0.2,0.8,0.231,2.3,3.1,0.735,2.3,3.6,5.9,1.8,1.6,1.4,0.3,1.4,25.5,1,0,-4.6,&&,December,7,29.4,13.4,6.1,10.4,0.589,0.0,0.0,0.0,1.1,1.9,0.615,1.6,2.6,4.1,1.7,2.6,1.0,0.0,2.4,21.4,0,0,-6.0
2014/12/21,Nuggets,,Danilo Gallinari,knee/,torn/,##,November,15,19.0,7.5,2.1,5.8,0.368,1.1,3.3,0.34,2.1,2.3,0.886,0.3,3.0,3.3,1.1,0.5,0.5,0.2,1.3,14.6,0,0,2.1,&&,December,8,18.5,8.4,2.6,6.9,0.382,1.1,3.9,0.29,2.0,2.4,0.842,0.8,1.6,2.4,0.9,0.9,0.4,0.3,0.9,13.5,0,0,-0.8
2014/12/22,Nuggets,,Danilo Gallinari,knee/,surgery/torn/,##,November,15,19.0,7.5,2.1,5.8,0.368,1.1,3.3,0.34,2.1,2.3,0.886,0.3,3.0,3.3,1.1,0.5,0.5,0.2,1.3,14.6,0,0,2.1,&&,December,8,18.5,8.4,2.6,6.9,0.382,1.1,3.9,0.29,2.0,2.4,0.842,0.8,1.6,2.4,0.9,0.9,0.4,0.3,0.9,13.5,0,0,-0.8
2014/12/23,Heat,,Josh McRoberts,knee/,surgery/torn/,##,November,12,14.0,2.8,1.1,2.6,0.419,0.3,1.0,0.333,0.3,0.7,0.5,0.1,2.5,2.6,1.0,1.0,0.3,0.3,2.3,8.2,0,0,2.5,&&,December,5,25.5,7.6,3.0,4.4,0.682,0.8,1.4,0.571,0.8,1.0,0.8,1.2,1.6,2.8,4.2,2.0,1.6,0.0,2.6,20.1,0,0,0.4
2014/12/26,Cavaliers,,Anderson Varejao,Achilles/tendon/,surgery/torn/,##,November,12,26.1,11.0,4.8,7.9,0.611,0.0,0.2,0.0,1.3,2.0,0.667,2.0,5.3,7.3,1.8,1.9,0.6,0.9,2.3,24.9,2,0,3.0,&&,December,12,22.2,8.6,3.8,7.7,0.489,0.0,0.0,0.0,1.1,1.4,0.765,2.3,3.8,6.1,1.0,0.8,0.9,0.3,2.3,20.4,0,0,-2.1
2014/12/29,Kings,,Eric Moreland,shoulder/,injury/,##,November,2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.6,0,0,-1.0,&&,December,1,0.3,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,3.0
2014/12/31,Hornets,,Al Jefferson,muscle/groin/,strained/,##,November,17,32.2,20.5,8.9,17.8,0.498,0.0,0.1,0.0,2.7,4.1,0.667,1.9,5.4,7.3,1.8,1.1,0.4,0.9,2.1,34.9,4,0,-8.2,&&,December,14,31.6,15.4,7.0,14.6,0.478,0.0,0.0,0.0,1.4,1.7,0.792,0.9,8.2,9.1,2.1,1.1,0.5,0.9,2.0,32.7,5,0,-1.0
2014/12/31,Jazz,,Alec Burks,shoulder/,surgery/,##,November,15,33.8,12.3,4.1,10.7,0.385,0.7,2.1,0.323,3.3,3.9,0.847,0.6,4.0,4.6,3.1,2.2,0.6,0.3,2.2,23.1,2,0,-5.1,&&,December,10,33.1,15.7,4.8,11.7,0.41,1.2,3.0,0.4,4.9,6.2,0.79,0.9,3.2,4.1,3.1,1.5,0.5,0.0,2.5,25.3,0,0,-3.9
2015/1/2,Jazz,,Rodney Hood,heel/,injury/,##,December,15,19.6,6.0,1.9,5.3,0.363,0.9,2.9,0.302,1.3,1.9,0.679,0.2,1.7,1.9,1.4,0.9,0.4,0.3,3.0,11.5,0,0,0.1,&&,January,2,19.0,5.0,1.5,4.5,0.333,1.0,2.5,0.4,1.0,2.0,0.5,0.0,4.5,4.5,0.5,1.5,0.5,0.0,2.5,11.2,0,0,-1.5
2015/1/3,Jazz,,Enes Kanter,ankle/,sprained/,##,December,15,30.1,15.1,6.5,13.2,0.495,0.3,0.7,0.364,1.8,2.1,0.844,3.4,5.2,8.6,0.7,1.9,0.3,0.6,2.5,27.4,5,0,-1.7,&&,January,11,27.6,14.0,5.7,12.5,0.46,0.3,0.7,0.375,2.3,2.8,0.806,3.3,5.2,8.5,0.3,1.9,0.8,0.3,2.2,25.9,4,0,-1.6
2015/1/8,Nets,,Deron Williams,rib/,fracture/,##,December,14,27.2,10.6,3.1,9.9,0.309,1.2,3.3,0.37,3.3,4.1,0.807,0.5,1.9,2.4,6.4,1.9,0.7,0.1,1.9,23.8,3,0,0.7,&&,January,3,19.8,9.7,3.3,7.0,0.476,1.3,1.7,0.8,1.7,2.0,0.833,0.0,3.0,3.0,5.0,0.7,0.3,0.0,1.0,21.1,0,0,-1.7
2015/1/17,Bucks,,Kendall Marshall,knee/,torn/,##,December,14,16.9,5.2,2.1,4.4,0.475,0.8,1.8,0.44,0.3,0.4,0.8,0.1,1.1,1.2,3.1,1.6,0.6,0.0,1.2,11.7,0,0,2.4,&&,January,6,12.8,4.2,1.7,2.8,0.588,0.3,1.0,0.333,0.5,0.5,1.0,0.2,1.2,1.3,3.5,0.8,0.8,0.0,0.5,12.7,0,0,1.8
2015/1/17,Bucks,,Kendall Marshall,knee/,surgery/torn/,##,December,14,16.9,5.2,2.1,4.4,0.475,0.8,1.8,0.44,0.3,0.4,0.8,0.1,1.1,1.2,3.1,1.6,0.6,0.0,1.2,11.7,0,0,2.4,&&,January,6,12.8,4.2,1.7,2.8,0.588,0.3,1.0,0.333,0.5,0.5,1.0,0.2,1.2,1.3,3.5,0.8,0.8,0.0,0.5,12.7,0,0,1.8
2015/1/22,Lakers,,Kobe Bryant,shoulder/rotator/,torn/,##,December,12,34.2,20.4,6.8,19.4,0.348,1.5,5.1,0.295,5.4,6.3,0.855,0.8,4.7,5.4,6.0,4.9,1.6,0.1,1.9,36.0,2,1,-9.2,&&,January,6,30.9,14.0,5.2,14.5,0.356,1.7,5.0,0.333,2.0,2.2,0.923,0.3,6.7,7.0,7.8,3.2,0.8,0.3,1.2,34.5,1,0,-7.3
2015/1/23,Nets,,Mirza Teletovic,lung/,blood clot/,##,December,13,21.9,7.8,2.8,7.9,0.359,1.5,4.7,0.311,0.6,0.9,0.667,0.3,4.3,4.6,1.2,1.0,0.3,0.2,1.8,15.8,1,0,-3.4,&&,January,12,19.9,6.1,2.3,6.8,0.329,1.3,4.1,0.306,0.3,0.6,0.571,0.8,4.2,4.9,0.8,1.5,0.3,0.3,1.5,13.4,0,0,1.0
2015/1/24,Pistons,,Brandon Jennings,Achilles/,torn/,##,December,14,27.5,9.3,3.4,10.6,0.324,1.1,3.9,0.273,1.4,1.5,0.905,0.6,2.2,2.8,6.9,2.4,0.6,0.1,1.6,22.8,1,0,-1.4,&&,January,13,28.9,20.9,7.2,16.6,0.435,2.5,6.5,0.388,3.9,4.8,0.823,0.5,1.5,2.0,7.2,2.1,1.3,0.1,1.4,36.2,3,0,6.2
2015/1/25,Timberwolves,,Robbie Hummel,hand/,fracture/,##,December,13,9.6,3.5,1.3,2.6,0.5,0.2,0.7,0.222,0.7,0.8,0.818,0.8,1.1,1.9,0.7,0.3,0.3,0.2,1.0,7.9,0,0,-0.7,&&,January,11,23.2,6.3,2.6,5.0,0.527,0.5,1.2,0.462,0.5,0.5,1.0,0.9,3.7,4.6,0.7,0.5,0.7,0.2,2.0,15.2,1,0,-4.9
2015/1/28,Hornets,,Kemba Walker,knee/,surgery/torn/,##,December,15,36.7,21.7,7.5,17.7,0.425,1.9,4.9,0.384,4.7,5.5,0.866,0.7,2.1,2.7,5.3,1.6,1.5,0.6,1.5,37.5,0,0,-0.9,&&,January,9,35.4,23.6,8.2,20.0,0.411,1.9,6.2,0.304,5.2,6.1,0.855,0.8,3.1,3.9,4.1,1.9,1.2,0.8,1.2,38.5,0,0,5.4
2015/1/28,Lakers,,Kobe Bryant,shoulder/rotator/,surgery/torn/,##,December,12,34.2,20.4,6.8,19.4,0.348,1.5,5.1,0.295,5.4,6.3,0.855,0.8,4.7,5.4,6.0,4.9,1.6,0.1,1.9,36.0,2,1,-9.2,&&,January,6,30.9,14.0,5.2,14.5,0.356,1.7,5.0,0.333,2.0,2.2,0.923,0.3,6.7,7.0,7.8,3.2,0.8,0.3,1.2,34.5,1,0,-7.3
2015/2/6,Suns,,Alex Len,ankle/,sprained/,##,January,15,23.6,7.4,3.1,5.3,0.588,0.0,0.1,0.0,1.1,1.5,0.739,2.1,5.5,7.6,0.5,1.5,0.4,2.2,3.0,23.5,2,0,-0.1,&&,February,8,27.9,7.3,3.1,7.1,0.439,0.0,0.0,0.0,1.0,1.6,0.615,2.1,7.1,9.3,0.5,1.1,0.8,2.5,2.9,27.7,3,0,0.8
2015/2/8,Clippers,,Blake Griffin,elbow/,injury/,##,January,15,35.5,23.2,9.2,17.1,0.539,0.1,0.4,0.167,4.7,6.5,0.732,1.9,5.3,7.1,5.2,1.8,1.2,0.2,2.7,42.0,4,0,10.7,&&,February,3,32.4,18.3,7.3,14.0,0.524,0.0,0.0,0.0,3.7,5.3,0.688,2.0,4.7,6.7,6.7,1.3,0.7,0.3,3.3,38.0,0,0,-11.7
2015/2/9,Clippers,,Blake Griffin,elbow/,surgery/,##,January,15,35.5,23.2,9.2,17.1,0.539,0.1,0.4,0.167,4.7,6.5,0.732,1.9,5.3,7.1,5.2,1.8,1.2,0.2,2.7,42.0,4,0,10.7,&&,February,3,32.4,18.3,7.3,14.0,0.524,0.0,0.0,0.0,3.7,5.3,0.688,2.0,4.7,6.7,6.7,1.3,0.7,0.3,3.3,38.0,0,0,-11.7
2015/2/9,Thunder,,Steven Adams,finger/,surgery/fracture/,##,January,13,22.8,5.6,2.3,4.4,0.526,0.0,0.0,0.0,1.0,2.0,0.5,2.1,4.2,6.2,1.1,1.2,0.2,1.4,3.2,18.2,0,0,-4.2,&&,February,4,22.9,8.8,3.8,5.3,0.714,0.0,0.0,0.0,1.3,2.0,0.625,2.5,3.0,5.5,2.0,2.3,0.5,0.8,3.3,19.9,0,0,4.0
2015/2/19,Knicks,,Carmelo Anthony,knee/tendon/,surgery/,##,January,6,34.7,25.0,8.5,19.8,0.429,2.0,4.7,0.429,6.0,7.7,0.783,1.7,5.2,6.8,2.8,2.5,1.5,0.8,1.5,42.0,2,0,-0.7,&&,February,4,33.8,24.8,9.3,22.8,0.407,1.8,5.3,0.333,4.5,5.5,0.818,1.5,4.8,6.3,3.0,1.3,1.8,0.3,2.3,41.5,0,0,4.3
2015/2/21,Timberwolves,,Shabazz Muhammad,ligament/finger/,rupture/,##,January,5,29.5,13.2,4.8,11.4,0.421,0.8,3.0,0.267,2.8,3.4,0.824,1.0,2.8,3.8,2.6,1.4,0.6,0.0,1.6,22.1,0,0,-3.6,&&,February,3,16.8,10.3,3.7,7.3,0.5,0.3,1.7,0.2,2.7,4.0,0.667,1.0,3.7,4.7,0.3,1.3,0.3,0.0,1.0,16.1,0,0,-2.7
2015/2/22,Thunder,,Kevin Durant,foot/,surgery/,##,January,12,36.6,25.5,9.2,18.6,0.493,2.1,6.2,0.338,5.1,6.2,0.824,0.8,6.9,7.8,4.3,2.4,1.0,1.0,1.4,44.8,3,0,0.3,&&,February,5,35.9,26.8,9.0,17.8,0.506,3.6,7.4,0.486,5.2,6.2,0.839,1.0,5.0,6.0,4.0,2.0,1.0,0.8,1.6,43.4,1,0,15.4
2015/2/23,Timberwolves,,Shabazz Muhammad,ligament/finger/,surgery/rupture/,##,January,5,29.5,13.2,4.8,11.4,0.421,0.8,3.0,0.267,2.8,3.4,0.824,1.0,2.8,3.8,2.6,1.4,0.6,0.0,1.6,22.1,0,0,-3.6,&&,February,3,16.8,10.3,3.7,7.3,0.5,0.3,1.7,0.2,2.7,4.0,0.667,1.0,3.7,4.7,0.3,1.3,0.3,0.0,1.0,16.1,0,0,-2.7
2015/2/24,Bulls,,Derrick Rose,knee/,torn/,##,January,16,34.2,20.3,7.8,19.9,0.392,2.1,6.0,0.344,2.6,3.3,0.808,1.0,2.4,3.4,4.9,3.4,0.9,0.5,1.1,32.4,2,0,-0.8,&&,February,8,32.9,17.3,6.4,15.8,0.405,1.0,4.6,0.216,3.5,4.1,0.848,0.5,2.4,2.9,5.8,2.5,0.8,0.4,1.6,30.2,1,0,5.3
2015/2/24,Thunder,,Steve Novak,appendectomy/,,##,January,4,2.2,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.3,0.0,0.0,0.0,0.0,1.3,0,0,0.0,&&,February,4,10.8,6.0,2.0,3.8,0.533,2.0,3.8,0.533,0.0,0.0,0.0,0.3,0.5,0.8,0.8,0.5,0.0,0.0,1.0,7.5,0,0,-2.3
2015/2/25,Lakers,,Nick Young,kneecap/knee/,fracture/,##,January,13,22.2,13.2,3.5,11.0,0.322,1.5,5.2,0.299,4.5,4.8,0.952,0.5,1.5,2.0,1.1,1.5,0.7,0.1,1.8,18.0,0,0,-1.7,&&,February,7,23.4,9.9,3.3,10.1,0.324,1.4,5.4,0.263,1.9,2.7,0.684,0.7,1.4,2.1,1.0,0.9,0.1,0.1,1.9,13.9,0,0,-1.3
2015/2/25,Lakers,,Ronnie Price,hip/elbow/,surgery/,##,January,10,24.3,4.4,1.6,5.3,0.302,0.3,2.3,0.13,0.9,1.1,0.818,0.2,0.7,0.9,3.9,1.2,1.5,0.0,2.5,14.6,0,0,-3.7,&&,February,2,22.4,4.5,1.0,5.0,0.2,0.0,1.0,0.0,2.5,3.0,0.833,0.5,1.5,2.0,6.5,2.0,3.5,0.0,5.0,25.2,0,0,4.5
2015/2/27,Knicks,,Jose Calderon,Achilles/,sore/strained/,##,January,12,28.4,8.3,3.2,8.1,0.392,1.3,3.4,0.39,0.6,0.6,1.0,0.3,2.4,2.8,5.1,2.0,0.5,0.0,2.0,18.7,0,0,-8.6,&&,February,9,30.2,9.4,3.8,8.4,0.447,1.2,2.8,0.44,0.7,1.0,0.667,0.1,1.9,2.0,5.2,2.3,1.0,0.0,2.1,20.3,0,0,-6.1
2015/2/27,Bulls,,Derrick Rose,knee/,surgery/torn/,##,January,16,34.2,20.3,7.8,19.9,0.392,2.1,6.0,0.344,2.6,3.3,0.808,1.0,2.4,3.4,4.9,3.4,0.9,0.5,1.1,32.4,2,0,-0.8,&&,February,8,32.9,17.3,6.4,15.8,0.405,1.0,4.6,0.216,3.5,4.1,0.848,0.5,2.4,2.9,5.8,2.5,0.8,0.4,1.6,30.2,1,0,5.3
2015/3/6,Blazers,,Wesley Matthews,Achilles/tendon/,torn/,##,February,9,33.6,14.9,4.9,12.1,0.404,2.2,6.6,0.339,2.9,3.4,0.839,1.0,4.2,5.2,2.7,1.0,2.1,0.1,1.8,30.8,0,0,1.0,&&,March,3,29.7,11.0,3.3,7.3,0.455,1.7,5.3,0.313,2.7,3.3,0.8,0.0,4.3,4.3,2.0,1.3,1.7,0.3,2.7,23.9,0,0,8.0
2015/3/12,Nets,,Sergey Karasev,knee/,surgery/dislocate/torn/,##,February,2,9.2,1.0,0.5,2.5,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,2.7,0,0,2.0,&&,March,2,6.1,3.5,1.5,2.0,0.75,0.5,0.5,1.0,0.0,0.0,0.0,0.5,1.5,2.0,1.5,0.5,0.0,0.0,0.0,7.7,0,0,2.0
